龙溪路,36.3639651,135.1282674,水城路,36.3706941,135.1416001,10,188,168,209
水城路,36.3706941,135.1416001,伊犁路,36.3701247,135.155211,10,188,168,209
伊犁路,36.3701247,135.155211,宋园路,36.3676109,135.1638536,10,188,168,209
宋园路,36.3676109,135.1638536,虹桥路,36.3678103,135.1753421,10,188,168,209
虹桥路,36.3678103,135.1753421,交通大学,36.3747438,135.1884852,10,188,168,209
交通大学,36.3747438,135.1884852,上海图书馆,36.382823,135.199851,10,188,168,209
上海图书馆,36.382823,135.199851,陕西南路,36.3913014,135.2151182,10,188,168,209
陕西南路,36.3913014,135.2151182,新天地,36.392934,135.2344069,10,188,168,209
新天地,36.392934,135.2344069,老西门,36.3960804,135.2429474,10,188,168,209
老西门,36.3960804,135.2429474,豫园,36.4081667,135.2478626,10,188,168,209
豫园,36.4081667,135.2478626,南京东路,36.4213119,135.2447764,10,188,168,209
南京东路,36.4213119,135.2447764,天潼路,36.4292795,135.2421174,10,188,168,209
天潼路,36.4292795,135.2421174,四川北路,36.4389082,135.2443825,10,188,168,209
四川北路,36.4389082,135.2443825,海伦路,36.4482057,135.2492083,10,188,168,209
海伦路,36.4482057,135.2492083,邮电新村,36.4602322,135.2556092,10,188,168,209
邮电新村,36.4602322,135.2556092,四平路,36.4689119,135.2639401,10,188,168,209
四平路,36.4689119,135.2639401,同济大学,36.4784132,135.2691807,10,188,168,209
同济大学,36.4784132,135.2691807,国权路,36.4876656,135.2732913,10,188,168,209
国权路,36.4876656,135.2732913,五角场,36.4986236,135.278243,10,188,168,209
五角场,36.4986236,135.278243,江湾体育场,36.5050296,135.2776218,10,188,168,209
江湾体育场,36.5050296,135.2776218,三门路,36.5178228,135.2710186,10,188,168,209
三门路,36.5178228,135.2710186,殷高东路,36.529661,135.2693218,10,188,168,209
殷高东路,36.529661,135.2693218,新江湾城,36.5383612,135.2693334,10,188,168,209
广兰路,36.3857024,135.396234,唐镇,36.3898026,135.4356878,2,138,197,63
唐镇,36.3898026,135.4356878,创新中路,36.3897035,135.455405,2,138,197,63
创新中路,36.3897035,135.455405,华夏东路,36.3682261,135.4631511,2,138,197,63
华夏东路,36.3682261,135.4631511,川沙,36.3549107,135.4823028,2,138,197,63
川沙,36.3549107,135.4823028,凌空路,36.3623034,135.5110333,2,138,197,63
凌空路,36.3623034,135.5110333,远东大道,36.3708589,135.5464909,2,138,197,63
远东大道,36.3708589,135.5464909,海天三路,36.3316919,135.5922037,2,138,197,63
海天三路,36.3316919,135.5922037,浦东国际机场,36.3059111,135.603519,2,138,197,63
七莘路,36.2835978,135.1097337,虹莘路,36.2902573,135.127714,12,0,124,101
虹莘路,36.2902573,135.127714,顾戴路,36.2950819,135.1421616,12,0,124,101
顾戴路,36.2950819,135.1421616,东兰路,36.3135102,135.1419219,12,0,124,101
东兰路,36.3135102,135.1419219,虹梅路,36.3200517,135.1477806,12,0,124,101
虹梅路,36.3200517,135.1477806,虹漕路,36.3253656,135.1622234,12,0,124,101
虹漕路,36.3253656,135.1622234,桂林公园,36.3292135,135.171266,12,0,124,101
桂林公园,36.3292135,135.171266,漕宝路,36.3314742,135.1893773,12,0,124,101
漕宝路,36.3314742,135.1893773,龙漕路,36.3341328,135.199439,12,0,124,101
龙漕路,36.3341328,135.199439,龙华,36.3383701,135.2091746,12,0,124,101
龙华,36.3383701,135.2091746,龙华中路,36.3529011,135.2143904,12,0,124,101
龙华中路,36.3529011,135.2143904,大木桥路,36.3646456,135.2213206,12,0,124,101
大木桥路,36.3646456,135.2213206,嘉善路,36.3758599,135.2182597,12,0,124,101
嘉善路,36.3758599,135.2182597,陕西南路,36.3929948,135.2164106,12,0,124,101
陕西南路,36.3929948,135.2164106,南京西路,36.4083298,135.2167284,12,0,124,101
南京西路,36.4083298,135.2167284,汉中路,36.4247903,135.2160864,12,0,124,101
汉中路,36.4247903,135.2160864,曲阜路,36.4266905,135.2301745,12,0,124,101
曲阜路,36.4266905,135.2301745,天潼路,36.4284516,135.2422649,12,0,124,101
天潼路,36.4284516,135.2422649,国际客运中心,36.4364503,135.2600584,12,0,124,101
国际客运中心,36.4364503,135.2600584,提篮桥,36.4407341,135.2694364,12,0,124,101
提篮桥,36.4407341,135.2694364,大连路,36.4466719,135.2764448,12,0,124,101
大连路,36.4466719,135.2764448,江浦公园,36.4554628,135.2883681,12,0,124,101
江浦公园,36.4554628,135.2883681,宁国路,36.4609873,135.2981445,12,0,124,101
宁国路,36.4609873,135.2981445,隆昌路,36.4695121,135.3112387,12,0,124,101
隆昌路,36.4695121,135.3112387,爱国路,36.475998,135.3208079,12,0,124,101
爱国路,36.475998,135.3208079,复兴岛,36.4771166,135.3301628,12,0,124,101
复兴岛,36.4771166,135.3301628,东陆路,36.4790585,135.3495513,12,0,124,101
东陆路,36.4790585,135.3495513,巨峰路,36.4757515,135.3616116,12,0,124,101
巨峰路,36.4757515,135.3616116,杨高北路,36.4753515,135.3764635,12,0,124,101
杨高北路,36.4753515,135.3764635,金京路,36.4747827,135.3906927,12,0,124,101
金京路,36.4747827,135.3906927,申江路,36.4753563,135.4035918,12,0,124,101
申江路,36.4753563,135.4035918,金海路,36.4534438,135.4162933,12,0,124,101
闵行开发区,36.1135624,135.1171669,文井路,36.1172879,135.129216,5,144,86,163
文井路,36.1172879,135.129216,华宁路,36.1222873,135.1451528,5,144,86,163
华宁路,36.1222873,135.1451528,金平路,36.1275541,135.1617601,5,144,86,163
金平路,36.1275541,135.1617601,东川路,36.1370238,135.1726382,5,144,86,163
东川路,36.1370238,135.1726382,剑川路,36.1474998,135.168906,5,144,86,163
